"ID","Lake","Lake_type","ID_Art","Order","Suborder","Taxon_agg","Taxon","BD","ship_EM","ship_DM","ship_DM_I","DM_all","AFDM_all","LOM","ind_1","ind_2","ind_3","ind_4","ind_5","ind_6","ind_7","ind_8","ind_9","ind_10","ind_11","ind_12","ind_13","ind_14","ind_15","ind_16","no_ind","length_ind","M_ind","M_type"
2053,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.55,41.14,40.32,9.59,0.82,0.03,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.2,0.79,"AFDM"
2054,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.43,51.71,49.99,19.28,1.72,0.03,5.06,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.06,0.85,"AFDM"
2055,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.91,54.76,52.96,21.85,1.8,0.03,5.3,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.35,0.89,"AFDM"
2056,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.72,52.73,51.19,20.01,1.54,0.03,4.86,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.83,0.76,"AFDM"
2057,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.34,53.99,52.18,20.65,1.81,0.03,4.79,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.79,0.89,"AFDM"
2058,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",30.72,34.71,34.25,3.99,0.46,0.03,2.67,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.67,0.21,"AFDM"
2059,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.63,51.28,49.9,19.65,1.38,0.03,5.26,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.23,0.68,"AFDM"
2060,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.56,34.95,34.7,1.39,0.25,0.03,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.55,0.22,"AFDM"
2061,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.76,48.85,47.33,16.09,1.52,0.03,4.65,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.64,0.75,"AFDM"
2062,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.99,38.91,38.07,6.92,0.84,0.03,3.4,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.42,0.41,"AFDM"
2063,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.59,42.88,41.96,11.29,0.92,0.03,5.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.34,0.89,"AFDM"
2064,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.41,38.1,37.33,6.69,0.77,0.03,2.85,2.8,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.84,0.25,"AFDM"
2065,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.97,42.48,41.46,10.51,1.02,0.03,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.03,0.99,"AFDM"
2066,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.94,43.31,42.3,11.37,1.01,0.03,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.56,0.98,"AFDM"
2067,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.71,50.61,48.78,18.9,1.83,0.03,4.74,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.73,0.9,"AFDM"
2068,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.93,42.15,41.19,9.22,0.96,0.03,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.12,0.93,"AFDM"
2069,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",114.75,114.77,NA,0.02,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.49,0.02,"DM"
2070,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",60.51,60.56,NA,0.05,NA,NA,0.32,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.35,0.03,"DM"
2071,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",118.51,118.59,NA,0.08,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.38,0.08,"DM"
2072,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",115.67,118.47,NA,2.8,NA,NA,0.78,0.79,0.71,0.77,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.75,0.56,"DM"
2073,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",118.13,119.1,NA,0.97,NA,NA,0.6,0.66,0.69,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.66,0.24,"DM"
2074,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",123.13,123.56,NA,0.43,NA,NA,0.56,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.57,0.22,"DM"
2075,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",114.02,119.75,NA,5.73,NA,NA,0.86,0.83,0.82,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.84,1.43,"DM"
2076,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Psychomyia pusilla","HW",45.22,45.77,NA,0.55,NA,NA,0.5,0.53,0.52,0.52,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.53,0.11,"DM"
2077,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",111.79,112.19,NA,0.4,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.77,0.4,"DM"
2078,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",46.17,46.29,NA,0.12,NA,NA,0.39,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.39,0.06,"DM"
2079,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Psychomyia pusilla","HW",50.09,50.33,NA,0.24,NA,NA,0.49,0.49,0.4,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.46,0.06,"DM"
2080,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Tinodes waeneri waeneri","HW",62.4,62.61,NA,0.21,NA,NA,0.49,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.45,0.11,"DM"
2081,"Scharmützelsee","Deep dimictic lake",NA,"Trichoptera","Trichoptera","Psychomyiinae","Psychomyia pusilla","HW",46.54,46.85,NA,0.31,NA,NA,0.33,0.35,0.38,0.36,0.33,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.35,0.05,"DM"
2082,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",34.05,34.68,NA,0.63,NA,NA,5.45,5.38,5.31,5.3,5.13,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.27,0.11,"DM"
2083,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",31.29,31.58,NA,0.29,NA,NA,5.98,5.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.95,0.14,"DM"
2084,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",26.03,26.3,NA,0.27,NA,NA,4.9,4.74,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.81,0.09,"DM"
2085,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",33.04,33.69,NA,0.65,NA,NA,6.65,6.74,6.65,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.65,0.16,"DM"
2086,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",35.3,35.63,NA,0.33,NA,NA,4.13,4.08,4.34,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.16,0.08,"DM"
2087,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",35.42,35.57,NA,0.15,NA,NA,7.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.51,0.15,"DM"
2088,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",34.72,35.14,NA,0.42,NA,NA,6.47,6.33,6.24,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.3,0.1,"DM"
2089,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",33.48,34.06,NA,0.58,NA,NA,2.57,2.52,2.92,2.58,2.9,2.72,2.71,2.6,2.6,2.55,2.61,2.56,NA,NA,NA,NA,12,2.65,0.05,"DM"
2090,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",36.38,36.93,NA,0.55,NA,NA,7.26,7.12,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.26,0.18,"DM"
2091,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",33.6,34,NA,0.4,NA,NA,3.74,3.54,3.99,3.95,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.75,0.08,"DM"
2092,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",34.22,34.42,NA,0.2,NA,NA,9.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.64,0.2,"DM"
2093,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",33.46,33.82,NA,0.36,NA,NA,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.35,0.36,"DM"
2094,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",31.5,31.77,NA,0.27,NA,NA,3.39,3.42,3.4,3.14,3.28,3.02,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3.26,0.04,"DM"
2095,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",33.49,33.95,NA,0.46,NA,NA,2.38,2.19,2.49,2.13,2.07,2.49,2.34,2.27,2.21,2.1,2.09,2.11,NA,NA,NA,NA,12,2.24,0.04,"DM"
2096,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",41.71,42.02,NA,0.31,NA,NA,2.44,2.38,2.11,2.02,2.41,2.34,2.24,2.34,2.29,2.22,2.27,2.08,NA,NA,NA,NA,12,2.26,0.03,"DM"
2097,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",33.58,33.74,NA,0.16,NA,NA,8.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.69,0.16,"DM"
2098,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",34.88,35.26,NA,0.38,NA,NA,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.59,0.38,"DM"
2099,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",35.14,35.2,NA,0.06,NA,NA,2.64,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.61,0.03,"DM"
2100,"Scharmützelsee","Deep dimictic lake",6972,"Diptera","Diptera","Tanypodinae","Tanypodinae","BL",36.09,36.37,NA,0.28,NA,NA,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.55,0.28,"DM"
2101,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",32.89,33.09,NA,0.2,NA,NA,5.59,5.53,5.45,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.51,0.05,"DM"
2102,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",32.92,33.72,NA,0.8,NA,NA,9.3,9.46,9.18,9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.27,0.2,"DM"
2103,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",35.09,35.36,NA,0.27,NA,NA,9.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.52,0.27,"DM"
2104,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",36.95,37.36,NA,0.41,NA,NA,2.92,2.87,2.8,2.74,2.58,2.58,2.94,2.83,2.72,2.53,2.53,2.83,NA,NA,NA,NA,12,2.74,0.03,"DM"
2105,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.13,33.33,NA,0.2,NA,NA,5.72,5.77,5.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.71,0.07,"DM"
2106,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",35.67,35.77,NA,0.1,NA,NA,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.17,0.1,"DM"
2107,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",36.78,37.13,NA,0.35,NA,NA,2.62,2.54,2.52,2.6,2.56,2.95,2.9,2.77,2.72,2.98,2.89,2.81,NA,NA,NA,NA,12,2.74,0.03,"DM"
2108,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",32.23,32.64,NA,0.41,NA,NA,3.04,3.03,3.15,3.15,3.12,3.11,3.05,3.02,3.19,3.31,3.49,3.38,NA,NA,NA,NA,12,3.17,0.03,"DM"
2109,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.18,33.41,NA,0.23,NA,NA,2.93,2.94,2.86,2.76,2.75,2.75,2.88,2.87,2.86,2.77,2.76,2.98,NA,NA,NA,NA,12,2.84,0.02,"DM"
2110,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",47.16,47.31,NA,0.15,NA,NA,3.38,3.36,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.25,0.05,"DM"
2111,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",39.4,39.46,NA,0.06,NA,NA,2.02,2.14,2,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.06,0.02,"DM"
2112,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.05,33.24,NA,0.19,NA,NA,5.58,5.78,5.98,5.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.78,0.05,"DM"
2113,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",34.99,35.41,NA,0.42,NA,NA,3.27,3.05,3.28,3.23,3.16,3,3.39,3.13,3.33,3.19,3.18,NA,NA,NA,NA,NA,11,3.2,0.04,"DM"
2114,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.27,33.3,NA,0.03,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.54,0.03,"DM"
2115,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.84,34.18,NA,0.34,NA,NA,3.49,3.28,3.03,3.49,3.31,3.47,3.1,3.4,3.28,3.12,3.04,3.21,NA,NA,NA,NA,12,3.27,0.03,"DM"
2116,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",30.25,30.63,NA,0.38,NA,NA,2.67,2.67,2.63,2.61,2.57,2.26,2.94,2.93,2.86,2.74,NA,NA,NA,NA,NA,NA,10,2.69,0.04,"DM"
2117,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",36.08,36.13,NA,0.05,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.3,0.05,"DM"
2118,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",31.85,32.48,NA,0.63,NA,NA,5.06,5.08,5,5.48,5.38,5.09,5.38,5.1,5.04,5.06,NA,NA,NA,NA,NA,NA,10,5.17,0.06,"DM"
2119,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",36.91,37.11,NA,0.2,NA,NA,5.84,5.68,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.76,0.07,"DM"
2120,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",35.14,35.43,NA,0.29,NA,NA,2.16,2.18,2.42,2.27,2.44,2.25,2.17,2.03,2.41,2.27,2.24,2.05,NA,NA,NA,NA,12,2.24,0.02,"DM"
2121,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",52.25,52.29,NA,0.04,NA,NA,2.02,2.29,2.25,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.15,0.01,"DM"
2122,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",35.06,35.4,NA,0.34,NA,NA,2.45,2.36,2.07,2.03,2.41,2.39,2.32,2.31,2.18,2.14,2.12,2.02,NA,NA,NA,NA,12,2.23,0.03,"DM"
2123,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.6,33.92,NA,0.32,NA,NA,2.46,2.33,2.19,2.17,2.13,2.12,2,2.2,2.49,2.48,2.2,2.05,NA,NA,NA,NA,12,2.24,0.03,"DM"
2124,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",38.3,38.63,NA,0.33,NA,NA,2.76,2.75,2.59,2.56,2.76,2.57,2.54,2.96,2.67,2.67,NA,NA,NA,NA,NA,NA,10,2.68,0.03,"DM"
2125,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",34.86,35.47,NA,0.61,NA,NA,3.69,3.64,3.75,3.69,3.53,3.53,3.99,3.77,3.75,3.68,3.66,3.63,NA,NA,NA,NA,12,3.69,0.05,"DM"
2126,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",34.23,34.72,NA,0.49,NA,NA,3.99,3.63,3.67,3.5,3.78,3.53,3.92,3.76,3.88,3.5,3.86,3.77,NA,NA,NA,NA,12,3.73,0.04,"DM"
2127,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.91,34.44,NA,0.53,NA,NA,3.73,3.75,3.63,3.61,3.89,3.88,3.72,3.99,3.94,3.93,3.9,3.78,NA,NA,NA,NA,12,3.81,0.04,"DM"
2128,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",31.26,31.36,NA,0.1,NA,NA,7.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.57,0.1,"DM"
2129,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",35.86,36.43,NA,0.57,NA,NA,4.27,4.38,4.15,4.03,4.09,4.04,4.43,4.13,4.22,4.16,4.49,4.4,NA,NA,NA,NA,12,4.23,0.05,"DM"
2130,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",32.05,32.14,NA,0.09,NA,NA,6.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.88,0.09,"DM"
2131,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",30.69,31.37,NA,0.68,NA,NA,4.88,4.88,4.85,4.66,4.6,4.51,4.69,4.57,4.75,4.94,4.66,4.56,NA,NA,NA,NA,12,4.71,0.06,"DM"
2132,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.37,33.56,NA,0.19,NA,NA,5.99,5.89,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.95,0.06,"DM"
2133,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.17,33.38,NA,0.21,NA,NA,6,6.47,6.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.18,0.07,"DM"
2134,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.4,33.63,NA,0.23,NA,NA,2.12,2.07,2.06,2.46,2.45,2.41,2.41,2.22,2.22,2.16,2.01,2.49,NA,NA,NA,NA,12,2.26,0.02,"DM"
2135,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.28,33.58,NA,0.3,NA,NA,2.45,2.25,2.08,2.02,2,2.43,2.36,2.18,2.15,2.44,2.42,2.37,NA,NA,NA,NA,12,2.26,0.03,"DM"
2136,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",33.01,33.64,NA,0.63,NA,NA,4.03,4.02,4.36,4.14,4.43,4.11,4,4.42,4.3,4.27,4.12,4.03,NA,NA,NA,NA,12,4.19,0.05,"DM"
2137,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",36.62,36.75,NA,0.13,NA,NA,2.32,2.47,2.45,2.45,2.3,2.1,2.04,2.03,2.43,2.42,2.32,2.21,NA,NA,NA,NA,12,2.3,0.01,"DM"
2138,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",32.03,32.19,NA,0.16,NA,NA,6.3,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.4,0.08,"DM"
2139,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",49.24,49.3,NA,0.06,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.85,0.06,"DM"
2140,"Scharmützelsee","Deep dimictic lake",6977,"Diptera","Diptera","Tanytarsini","Tanytarsini","BL",31.82,32.01,NA,0.19,NA,NA,2.4,2.4,2.27,2.24,2.18,2.13,2.38,2.38,2.3,2.17,2.38,2.34,NA,NA,NA,NA,12,2.3,0.02,"DM"
2141,"Schulzensee","Shallow lake",7142,"Gastropoda","Gastropoda","Valvata cristata","Valvata cristata","SW",99.59,100.87,100.6,1.28,0.27,0.03,1,1,1,1.02,1.03,1.03,1.04,1.04,1.04,1.05,1.06,1.06,NA,NA,NA,NA,12,1.03,0.02,"AFDM"
2142,"Schulzensee","Shallow lake",7142,"Gastropoda","Gastropoda","Valvata cristata","Valvata cristata","SW",82.53,83.59,83.36,1.06,0.23,0.03,1.07,1.08,1.09,1.09,1.1,1.11,1.11,1.11,1.11,NA,NA,NA,NA,NA,NA,NA,9,1.1,0.02,"AFDM"
2143,"Schulzensee","Shallow lake",7142,"Gastropoda","Gastropoda","Valvata cristata","Valvata cristata","SW",94.65,95.24,95.08,0.59,0.16,0.03,1.14,1.15,1.16,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.16,0.03,"AFDM"
